id,dayofyear,dewpoint_last,dewpoint_max,dewpoint_mean,dewpoint_min,dewpoint_slope,dewpoint_std,drybulb_last,drybulb_max,drybulb_mean,drybulb_min,drybulb_slope,drybulb_std,elevation_m,ghi_last,ghi_max,ghi_mean,ghi_min,ghi_slope,ghi_std,latitude,longitude,month,prefix_hdh,prefix_hours,prefix_temp_range,pressure_last,pressure_max,pressure_mean,pressure_min,pressure_slope,pressure_std,relhum_last,relhum_max,relhum_mean,relhum_min,relhum_slope,relhum_std,windspeed_last,windspeed_max,windspeed_mean,windspeed_min,windspeed_slope,windspeed_std,remaining_hdh
43b0d0d6f6fa,15,-8.834441249210187,-5.44537649628027,-7.219313571835947,-8.80400832923348,-0.31792700214776226,1.1296179530329247,-2.0055821597887395,-1.9809711345473218,-4.332167722234394,-6.314158109710471,0.11847312490179465,1.3033855107840364,70.7469497294236,358.9134472985027,357.4689148065041,85.13114648028336,0.0,31.25114333310886,130.00433496642555,39.20112045641925,-76.57836818281461,1,269.51540500020127,12,4.36826819269301,101377.51800586628,101428.75895967892,101287.82664633878,101127.64743116726,26.62724253514555,94.0013166291623,58.34952750543163,91.07814509211082,82.31788695990399,58.2842624897779,-2.7445004181812807,11.49875032309338,7.022295831512628,7.018923696161495,3.979356884465853,1.9063264332299503,0.4458386145868436,1.6182085737127236,7812.673567209226
60ebf0ab7e64,15,-10.897149187760304,-5.471589342159703,-8.42216375676482,-10.905150291898543,-0.20426417163280294,1.4874065472683233,-8.584383330305892,-1.5910340084148984,-4.534890467275447,-8.511625672905604,-0.1022639799527967,2.051627770367797,72.18600463577529,0.2523918558882123,357.0082335090012,90.02132201859612,0.0,0.4904430981977191,130.88295665350233,39.190806925016965,-76.70921583103798,1,543.2598269154523,24,6.919896235662093,101806.6538797648,101806.00194128114,101437.1637415593,101150.29536478792,25.077331830706886,185.71483786735627,85.07727299347044,91.08473605587159,76.114501982361,54.49758726588918,-0.6814149312781382,13.373011381090208,3.7543344390063753,7.466610830359866,4.750230254764092,1.9014572513225416,0.10166761719833041,1.7437464153691957,7544.938801933834
b1241a0534b6,15,-10.984517456042244,-5.442064390310982,-9.419469538996504,-11.990775387826945,-0.168471698039613,1.870855962349574,-4.146995281982391,-1.6110842416089561,-5.769747849515497,-9.955766044889142,-0.15188330352970314,2.6778938605134726,70.34381756509167,330.44944405231246,357.1624627086154,86.0839003654697,0.0,0.6866719427588387,126.97051637481442,39.19148745142567,-76.69054203344415,1,857.6501954550089,36,8.359519009894743,101812.2317710199,102018.55100361771,101581.22752440986,101121.42240714197,26.49745360636149,286.34878583458146,58.088203855651955,91.0388331397976,77.55482986982356,54.5139477074229,-0.1391171777960839,12.621210725225133,2.2099207436775656,7.468582701107979,4.235246822306688,1.8996777350877472,-0.03003287247904975,1.622798106868944,7230.897025215193
ce6f1018cc16,7,-18.549895164484372,-18.55135108284126,-20.063817070919047,-20.799006403022716,0.054033193240190805,0.646318934669254,-12.390525842429255,-12.373148902665324,-14.981093009932525,-16.44288042708952,0.09231920156670756,1.215933269465109,71.70225470913765,504.1613697848133,503.73058385771134,116.45530380480153,0.0,43.1914330429923,181.42692373132996,39.19688555615922,-76.69484805301893,1,395.47353651263313,12,4.126156808579999,101957.15426090744,102069.30961334505,101662.035972276,101218.74743489038,84.51618204404403,298.6794440023179,57.66920520830745,68.27340661860083,63.410970332619755,57.61056906379113,-0.21748356814917022,3.114731170871508,8.13923452739002,10.973963240944924,9.088330312656261,7.587884713575619,-0.2969597975792415,1.1429321759081685,950.3981044455574
fee34abb1b5c,7,-14.814055190326442,-14.591730412975636,-17.854946974072153,-20.754540241490062,0.32037495938876565,2.3894216011325553,-12.568418213064067,-9.459049623236606,-13.15327485756685,-16.47186133594329,0.20813819297559533,2.168285692456392,69.7968140790437,0.20642085403572002,509.07819782917016,124.36837200945153,0.0,0.45659664631888114,187.26779122342217,39.18958301100042,-76.60607190531047,1,748.0472439456769,24,7.046263737790806,102303.79637648855,102315.60690250185,101876.88400099568,101154.76812752841,41.178119531136744,312.0386837715956,84.65996458938538,84.75394896416081,67.11952189380486,53.448185999154326,0.8830378481564395,10.342300647159599,2.764555987853473,10.988603170570595,6.885298702553207,2.70443396207529,-0.3848668902614799,2.773382536235192,597.6039562272688
954f718bedf7,7,-13.16774764929046,-13.153962605269982,-16.700703649720996,-20.81057721956512,0.22697207623745658,2.569858557315832,-4.591898073263137,-4.576575922731002,-12.25493174293902,-16.484127442443356,0.1833335821752155,2.676024738450878,69.67930442031025,442.50855112913825,508.53898450774204,115.83791762121321,0.0,0.5623065917924573,177.84372661504435,39.187873142661815,-76.67580288100888,1,1088.643629495561,36,11.903941259353765,102632.36832419824,102750.59097416962,102136.46993930294,101159.77293875981,39.416859257711124,426.18169278246364,49.090586971019995,87.52778659177763,70.08684908723393,49.187996501585445,0.4553983278707685,12.891189363403488,2.5236669067434616,10.987295114955128,5.354526079858351,1.493065346394653,-0.2878812369544014,3.149278255430084,257.8960023897226
978e1d95ef64,21,-13.722868723791992,-13.708522857194962,-14.674658937908799,-15.349566436341059,0.05000737129263844,0.5188312266044747,-9.107043094292479,-9.098727895334571,-11.06892745146099,-12.055060071241472,0.10785883302134369,0.9216291180795886,72.40486902819964,546.0977333059529,546.0701329225009,127.393847100003,0.0,46.84565127807598,194.95858073132277,39.1692168323819,-76.71095658294887,1,349.01215267593557,12,2.9570516938380518,101899.14370479117,101898.7536178929,101446.35828625383,100936.6589728979,88.73668466870046,307.29138964842826,69.3056437561022,80.97593916471061,75.09230991725929,69.31263545279364,-0.34925070928684615,3.2736387880409072,11.886272607662137,12.102372099114426,11.363201779972487,10.278892198095022,-0.023506979884028525,0.6338903618327695,916.869073272269
bdbecc51f0ba,21,-13.710446929184636,-12.804750276224551,-13.921919606599099,-15.333751372900226,0.09010572620483569,0.8323409716725109,-11.64037257081839,-7.8415071332774,-10.358967538601199,-12.041443287577435,0.04887715939665258,1.3155999319518437,72.11685611579915,0.46762262452009773,558.7328233858409,140.46205128405163,0.0,0.7897333922547858,203.77096666305331,39.18278178285133,-76.68736969867102,1,681.2587498229501,24,4.178866658487216,102694.04710833196,102742.05674029689,101908.39278810029,100959.78833782198,77.78208401989205,542.2088842018127,86.78724886919593,86.85994828875667,75.90907366922504,66.56523983103982,0.3310270332159489,5.878198490335924,5.106207061593721,12.083958387874643,9.816899111112724,5.099162555651557,-0.2785196745795029,2.3053017310613253,585.9445964127567
97013ed12047,21,-10.785921615571523,-10.804364622643332,-13.635932623077387,-15.332693015063525,0.07014784556314714,0.9927687182301814,-4.454173243672936,-4.436568599943784,-10.445609221359462,-12.41183798612514,0.029658218171268787,1.8827569638018813,71.69571273805353,500.7347250721102,559.1336935743439,132.85848908737776,0.0,1.0443143840303244,196.36838264220137,39.188933815963615,-76.63284336982109,1,1023.8022096560486,36,7.9785545919737695,103194.61126878309,103241.16747805556,102305.42523853318,100965.86245459256,65.68778566897211,689.0758874540514,60.15401020165226,94.24524053040625,79.02321178381872,60.05756504565148,0.34730546019815484,9.128226360422735,0.6945631768486484,12.097290496340282,7.731545047765274,0.6903958951683851,-0.324864458746887,3.556963488880193,243.78026737974466
ae47c4cf6336,14,-21.43946864085507,-20.00870599360268,-21.416407361846495,-22.155226462340337,-0.1563077908036822,0.6841900539715311,-19.577907829331043,-18.307193348873046,-20.844489738516625,-22.752680630204935,-0.1897738747868652,1.3506330502140538,81.91897968874564,405.83681213222303,404.3163520094994,95.77409770078606,0.0,34.79080484062596,143.49662676560868,43.651083056313595,-70.26619384549676,1,467.017561295034,12,4.429252953966124,100814.20800561551,100993.84143244484,100764.70463793223,100436.26069349013,37.96046919345208,143.77750156568962,86.02591872064237,99.95948014934655,95.82892930565167,85.90049054578006,0.10579154937163565,5.082567161143738,5.415817043520621,7.2221324074836195,6.1253072887243105,5.43606702085362,-0.17725510906556938,0.6306912136489842,2201.8059165600926
