id,load_mw,reactive_power_mvar,line_utilization,frequency_hz,voltage_pu,inertia_constant,wind_share,solar_share,contingency_index,grid_stability_factor,load_fluctuation_rate,reactive_reserve,tie_line_flow,bus_risk_1,bus_risk_2,bus_risk_3,bus_risk_4,bus_risk_5,bus_risk_6
0,0.8240493008187063,0.5869577775251793,1.5597706195558498,1.133523487954449,0.73644075224671,1.4723871496142618,0.5017916091692383,1.2287111571797853,1.6430500396377847,1.977499709824902,2.155092959017985,1.5804189324488438,2.386668220616686,3.44687,3.65613,4.2823,4.86609,5.44637,6.03955
1,0.4534840686239392,1.0592733428595424,0.6324692170617199,0.622899489742612,0.8225796495138894,1.1307790069325356,0.9981030283915024,0.5889791336230095,0.4585524137885511,0.9655418564453928,0.8309899930087885,0.6029479169233862,0.6533399344106102,1.76142,2.02179,2.16999,2.2854,2.69349,2.85569
2,0.2818456573259656,1.4973826058440036,1.5831724890149637,1.4074474190596733,1.3775226451980307,1.756679883749542,1.5425866325533004,1.362012688774841,1.6322083982810174,2.116289521635454,2.423426575908996,1.8836121341112264,2.003689649660188,4.52021,5.09161,5.64435,6.3434,7.13992,8.08007
3,0.7919733638344708,1.0415111129559087,0.2646544635134072,1.502679358868778,0.6025217456725748,1.5690658191447326,1.3560330613471607,2.1179574873329785,0.4588224428384613,2.158986450044946,0.5889261940582426,0.8226215852227831,0.6004923943157845,2.42029,2.50331,3.41588,3.01584,4.03392,3.65242
4,0.4587381750435875,1.3827150881923125,0.5084036037403298,0.8047339321285955,1.1302034035523765,0.7756615300667555,1.5740258912152247,1.1408167272835752,0.4613019947629932,0.4010890390679387,1.7280089007646084,0.7799102621866176,0.8870472614918941,2.43005,2.99431,3.22271,3.51579,3.83399,4.50907
5,0.4639843632230376,0.8660590041618398,1.7323681713395769,0.9295513470593836,1.8033470643742848,0.7106319133915953,0.2940264868990814,1.0308527108560326,2.2183846830350555,2.1279851331009207,0.9551593054055526,0.7682924486427769,2.0315663453255177,2.73052,3.08299,3.54948,4.39895,4.81768,4.71849
6,1.401113974063288,0.648748742162512,1.345381559216828,1.3019181372279365,0.8298512029178847,1.390438045034631,1.5810544887091889,0.9382589252123876,1.6945347440963088,1.6472767004027526,1.8448053659435464,2.3848838304049105,1.8766035035585695,3.19083,3.75784,3.96742,4.7321,5.15842,5.8145
7,1.3493627484701136,1.1379284951904296,1.1469142828109748,0.3445035157910704,0.722681584152147,0.4474054568812612,1.8992695292571184,1.3962937536841726,1.5901520804966125,2.0842201452033717,0.587556995400546,2.336355892171352,1.406321624534835,2.01506,2.74874,2.84683,3.15025,3.92948,3.55822
8,0.4474102950076104,1.2220548423442998,0.2394134093562704,1.2042460073145778,1.1160666847365333,1.5637498873382538,0.8473787787614948,1.723566153602666,1.5699319777051144,1.0265511374007743,2.421172401472752,1.401248612138854,2.654564868623672,2.85263,2.98875,3.65011,4.25489,4.43357,5.29084
9,0.9952924757069356,0.8940282423947664,0.7487606911791518,0.7213638210737381,0.3520351007106021,1.2365196912080745,0.8052955357794712,1.0047385657602388,0.964703674110014,0.8158466210215624,0.5617158558386006,1.5553073280723615,0.5648470447984473,1.52888,1.5307,1.71395,1.84281,2.00696,2.27138
10,0.3189758492747763,0.5290619095492489,0.4901692101263211,0.7175329031209647,1.121664404635522,0.9444077776801476,0.9101717035972442,0.6865620324653623,0.8832183308246062,0.6434999468897261,0.9834920972061248,1.4873984570772751,1.2373362806547388,2.02622,2.51349,2.82139,3.11386,3.31346,3.88702
11,0.5280598810069396,1.5316219538711038,1.1444182621457557,1.6327807273037855,1.187917665271937,1.3965061205137996,0.8938850602193109,1.9193659073464389,0.6955073844584068,1.6168554936454074,1.4900622656299567,1.293893435595385,1.6573653761998508,3.48822,4.00301,4.92301,4.88225,5.73383,6.15266
12,0.7422480714352702,1.1821917958321493,1.217566828982223,0.2396226461637428,0.8858360260992953,1.9654547748254123,1.6835610563469108,0.6971155796757934,1.2812331318790322,1.4156174739704814,1.9022187093095957,2.539098012879628,2.6097918130093225,3.36828,3.82908,3.71691,4.69129,5.35124,5.80093
